districtname,zoneName,communityName,communityId,multiRent,highRent,lowRent
龙岗区,南湾街道,桂芳园二期,1841,,60,
罗湖区,南湖街道,宝平街住宅楼,1774,70,,
龙岗区,坂田街道,吉祥花园(龙岗),1876,36,,
龙岗区,布吉街道,怡心苑,1028,40,,
罗湖区,东门街道,中信星光名庭,1029,,116,
罗湖区,东门街道,书院街7号大院,1030,74,,
罗湖区,东门街道,书院街53号大院,1031,88,,
福田区,南园街道,东园新村,563,71,,
宝安区,西乡街道,康达尔山海上园一期,4173,,66,
罗湖区,翠竹街道,深宝住宅区,1688,65,,
龙岗区,布吉街道,东方盛世花园,1004,,58,
福田区,南园街道,福龙楼,2785,,92,
宝安区,西乡街道,碧海君庭,2869,,94,
宝安区,新安街道,十四区住宅小区,3911,51,,
龙华区,龙华街道,东华明珠园,612,,61,
福田区,福保街道,瑞和园,2824,,90,
龙华区,观澜街道,汉士达华庭三期,1300,,,77
罗湖区,桂园街道,威登别墅,1301,72,79,
福田区,福田街道,云顶翠峰花园一期,2353,,99,
龙岗区,布吉街道,华昱花园,986,45,,
龙岗区,布吉街道,泽润华庭,3965,,54,
罗湖区,黄贝街道,九洲公司住宅楼,1442,58,,
宝安区,新安街道,冠城世家,2341,,67,
宝安区,西乡街道,碧湾雅园,3615,,76,
宝安区,航城街道,锦绣花园(西乡),2342,42,,
宝安区,航城街道,雅乐居,2343,,67,
宝安区,西乡街道,桃源居九区,2690,45,48,
南山区,南头街道,南景苑,3028,,87,
龙岗区,龙城街道,佳馨园,812,,37,
龙岗区,龙岗街道,满京华喜悦里华庭二期,874,,52,
福田区,南园街道,鹏丽大厦,2248,,82,
罗湖区,东湖街道,翡翠园山湖居一期,1526,,73,
南山区,南头街道,御林华府,3049,,197,
盐田区,盐田街道,金山碧海花园,3892,34,65,
福田区,莲花街道,缇香名苑,3232,,120,
宝安区,西乡街道,前城滨海花园,3566,,92,
罗湖区,东门街道,方海商苑,1245,71,,
罗湖区,东门街道,旺业豪苑,1278,,86,
盐田区,海山街道,新世界倚山花园三期,3010,,66,
盐田区,海山街道,和亨城市广场,2520,,60,
罗湖区,黄贝街道,乐扬枫景阁,1437,,102,
龙岗区,龙城街道,尚景华园,4105,34,31,
盐田区,盐田街道,和亨雅园,3884,52,,
福田区,沙头街道,锦河苑,2347,75,,
罗湖区,黄贝街道,景贝南小区,1126,60,,
罗湖区,桂园街道,蔡屋围丽晶大厦,1127,,88,
福田区,梅林街道,蓝宝石名庭,3630,,101,
龙华区,观澜街道,观澜湖高尔夫大宅丽维康区,4116,,,125
龙华区,观澜街道,观澜湖高尔夫大宅纳斯比区,1268,,,79
龙岗区,布吉街道,德兴花园,1145,42,42,
坪山区,马峦街道,京基御景印象家园一期,2146,,38,
宝安区,西乡街道,康达尔山海上园二期,4177,,70,
盐田区,海山街道,保税区第一生活区,2521,51,,
龙岗区,南湾街道,阳光翠园,720,43,41,
坪山区,马峦街道,力高君御花园,2145,,42,
宝安区,石岩街道,宏发世纪花园（商品住房）,2243,,56,
龙岗区,布吉街道,兴华楼,1569,38,,
罗湖区,莲塘街道,华景园多层,585,67,,
福田区,莲花街道,机场龙塘住宅楼,552,83,,
南山区,粤海街道,锦隆花园,3048,130,95,130
龙华区,观澜街道,观澜湖高尔夫大宅汉士达区,1269,,,80
龙岗区,布吉街道,荣超花园,3992,54,58,
罗湖区,黄贝街道,湖滨小学住宅楼,1679,55,,
福田区,梅林街道,福兴花园一期,3811,,86,
盐田区,盐田街道,洪安围华侨新村一二期,2930,43,,
龙岗区,龙岗街道,聚龙苑,732,,34,
龙岗区,南湾街道,和通花园,1130,50,,
福田区,南园街道,滨江新村东区,4191,80,,
盐田区,梅沙街道,湖心岛公寓,2569,55,,
宝安区,新安街道,御景台,3627,,66,
罗湖区,翠竹街道,教育新村兴业楼,638,71,,
宝安区,新安街道,幸福海岸三期,2597,,86,
盐田区,海山街道,外经集资大楼,3431,41,,
福田区,莲花街道,长城盛世家园一期,2348,,85,
龙岗区,龙岗街道,锦龙名苑,943,,40,
龙岗区,龙岗街道,华兴苑,601,,34,
福田区,福田街道,福田外贸大厦,2304,,109,
龙华区,民治街道,溪山美地园一期,1128,,84,84
罗湖区,笋岗街道,五金花园,1423,75,,
福田区,香蜜湖街道,蝴蝶谷名苑,2326,,237,
盐田区,海山街道,蓝郡广场,4144,,100,
龙岗区,布吉街道,德福花园,3956,49,49,
龙岗区,布吉街道,龙珠花园(龙岗),4117,,55,
罗湖区,桂园街道,风格名苑,1279,,113,
罗湖区,东门街道,立新花园二期,1157,,84,
盐田区,沙头角街道,宝桐居,2571,,50,
福田区,福田街道,中电宿舍,2881,86,,
罗湖区,黄贝街道,深港新村,1158,59,,
罗湖区,东湖街道,麟腾苑一期,1159,68,,
龙岗区,坂田街道,第五园五期,1001,,75,
坪山区,坪山街道,嘉宏湾花园一期,2148,,43,76
龙华区,龙华街道,华都花园,1537,54,,
福田区,沙头街道,活力宝小区,2027,70,,
罗湖区,桂园街道,大塘龙小区,1336,65,83,
罗湖区,桂园街道,西湖大厦,1266,,61,
罗湖区,莲塘街道,航天晴山月名园,4104,,85,
罗湖区,东晓街道,绿景山庄,1435,57,,
罗湖区,东晓街道,置富公寓,1642,62,,
南山区,沙河街道,锦绣公寓,3050,89,,
南山区,南山街道,瑞景华庭,3062,,105,
罗湖区,东门街道,东悦名轩,1022,,99,
罗湖区,东晓街道,鸿基花园(罗湖),1023,,64,
罗湖区,黄贝街道,交运综合楼,1131,53,,
南山区,西丽街道,松坪山生活区公寓,4167,86,,
盐田区,沙头角街道,新天富山海华庭,1983,,49,
罗湖区,翠竹街道,翠竹苑,1929,79,89,
宝安区,西乡街道,怡翠花园,3925,53,,
福田区,福田街道,裕亨花园,2339,84,,
福田区,沙头街道,金福苑,2344,76,,
福田区,香蜜湖街道,金众小区,4015,80,,
盐田区,沙头角街道,山海阳光园二期,2570,,66,
盐田区,盐田街道,港城蓝山雅园,3031,,69,127
宝安区,西乡街道,西城丰和家园,2238,60,59,
罗湖区,桂园街道,长虹大厦,1025,,67,
福田区,南园街道,中电大院,2822,98,,
罗湖区,桂园街道,雅馨居,1026,,103,
福田区,梅林街道,梅林一村,2268,,80,
南山区,南头街道,南苑新村东区,3395,84,,
盐田区,海山街道,蓝郡西堤花园,2523,,87,
福田区,福田街道,福民新村,3426,71,,
罗湖区,东晓街道,深华小区,1129,59,,
龙华区,民治街道,滢水山庄三期,759,55,,
龙华区,民治街道,滢水山庄四期,760,50,,
盐田区,海山街道,梧桐海景苑,2486,,51,
福田区,沙头街道,新浩城花园,3250,,100,
罗湖区,黄贝街道,深业东岭花园二期,1280,,108,
罗湖区,黄贝街道,深港花园(罗湖),1281,,63,
罗湖区,东湖街道,青橙时代公寓,979,107,,
福田区,香蜜湖街道,一冶广场,2032,,74,
罗湖区,东晓街道,鸿翠苑,1085,,78,
龙岗区,坂田街道,第五园八期,1160,63,63,
龙岗区,布吉街道,慢城二期,4232,54,,
罗湖区,黄贝街道,汇锦名园,1161,,81,
罗湖区,东晓街道,翠怡苑,1625,63,73,
盐田区,海山街道,桐林花园,3489,,54,
南山区,南山街道,南新苑,3100,,70,
福田区,福田街道,上步医疗中心小区,4289,79,,
南山区,粤海街道,帝景园一期,4077,90,,
龙岗区,龙城街道,新龙岗花园南区,884,27,28,
宝安区,新安街道,宝湖居,2818,55,,
龙华区,龙华街道,美丽家园南区,4113,56,,
罗湖区,东晓街道,草埔新村,3983,48,,
福田区,园岭街道,先科机电大厦,2660,,71,
宝安区,新安街道,华天花园,2684,53,,
福田区,莲花街道,业城阁,3482,,86,
龙岗区,布吉街道,永乐楼,1405,39,,
福田区,福保街道,福源花园一期,2912,,81,
罗湖区,黄贝街道,集浩大厦,652,,85,
罗湖区,南湖街道,佳宁娜友谊广场,1724,,81,
罗湖区,莲塘街道,蕙兰雅居,893,,65,
宝安区,新安街道,区城管局宿舍楼,2968,48,,
宝安区,新安街道,深业新岸线一期,2686,,78,
南山区,南山街道,观峰阁,3025,65,,
罗湖区,东湖街道,百仕达花园四期,965,,112,
福田区,莲花街道,彩天怡色家园,3818,,96,
南山区,南山街道,大南山紫园,2002,,,213
福田区,福保街道,福田中港城,2783,,89,
福田区,南园街道,爱华大院,2880,91,,
龙华区,民治街道,书香门第名苑,1580,,81,
福田区,福田街道,华厦新居,2586,84,,
罗湖区,黄贝街道,怡景花园-桂花村,600,80,,
龙岗区,龙城街道,全盛御景湾花园,886,,48,
宝安区,西乡街道,宝田雅苑,2821,,87,
龙华区,龙华街道,富通天骏花园,1572,,60,
南山区,蛇口街道,临园大厦,3361,87,,
南山区,招商街道,四海宜家大厦,3676,,94,
南山区,南山街道,东方海雅居,3125,,90,
罗湖区,清水河街道,星湖花园,1447,83,86,
宝安区,石岩街道,阳台山庄,2913,37,,
罗湖区,桂园街道,红桥,966,71,,
宝安区,新安街道,万科兰乔花园,3455,,,220
福田区,福田街道,东华大厦,2687,,88,
宝安区,新安街道,富民苑,2688,,54,
宝安区,新安街道,黄金大厦,3894,,78,
福田区,南园街道,滨河总站住宅楼,3756,85,,
福田区,莲花街道,第壹世界广场,2784,,99,
龙华区,民治街道,华美丽苑,1657,53,,
龙岗区,龙城街道,君悦龙庭二期,837,,40,
南山区,粤海街道,华润城润府一期,3102,,156,
罗湖区,南湖街道,汇展阁,1944,,87,
福田区,南园街道,光华园,2307,,94,
罗湖区,翠竹街道,逸湖居,1094,,83,
罗湖区,东门街道,名都大厦,1840,,77,
宝安区,西乡街道,桃源居十区,2689,,46,
盐田区,海山街道,天雅居,3491,52,,
南山区,南头街道,祥泰公寓,3026,99,,
南山区,桃源街道,十五峯花园二期,2003,,139,
罗湖区,莲塘街道,天越翔园,1231,,86,
福田区,福田街道,中电福华大厦,2172,,100,
南山区,蛇口街道,文卫楼,4092,86,,
罗湖区,莲塘街道,城市东座公寓,887,,85,
罗湖区,莲塘街道,祥和花园二期,626,54,63,
南山区,南山街道,福园单身公寓,3027,88,,
宝安区,新安街道,建兴楼,2191,62,,
福田区,沙头街道,绿景新苑,2129,,89,
龙岗区,坂田街道,十二橡树庄园一期,1463,,67,85
福田区,梅林街道,山语清晖花园,1976,,106,
南山区,粤海街道,桑达苑,3828,89,,
龙华区,民治街道,皓月花园,611,64,,
盐田区,梅沙街道,水云间雅居,2897,,50,
南山区,桃源街道,高发公寓,3829,118,,
南山区,沙河街道,祥祺苑,3757,84,,
宝安区,新安街道,碧涛苑(宝安),2518,,54,
龙岗区,布吉街道,中房怡芬花园,1261,53,54,
南山区,蛇口街道,南海玫瑰花园一期,4050,122,116,123
福田区,福田街道,显锐大厦,1977,,101,
福田区,莲花街道,振业景洲大厦,3537,,78,
南山区,招商街道,兰园大厦,3264,77,,
福田区,福田街道,朝恒大厦,2547,,83,
南山区,南头街道,悠然天地家园,3329,,115,
南山区,南山街道,鼎太风华社区七期,3902,,94,
南山区,粤海街道,金钟大厦,3903,,134,
龙华区,龙华街道,宇峰苑,1570,46,,
宝安区,新安街道,海滨城广场一期,2055,62,,
福田区,莲花街道,吉莲大厦,2056,,71,
罗湖区,翠竹街道,金贝苑,1262,,74,
宝安区,福永街道,有福楼,3504,41,,
罗湖区,黄贝街道,罗芳苑,1732,58,,
福田区,沙头街道,趣园,2057,,116,
罗湖区,翠竹街道,裕兴公司住宅楼,3988,70,,
罗湖区,翠竹街道,金丽豪苑,1745,,85,
宝安区,新安街道,金成名苑,2058,,71,
福田区,福田街道,公汽公司住宅楼,3505,82,,
盐田区,盐田街道,南方明珠花园二期,2972,43,44,
福田区,梅林街道,林海山庄,2034,,76,
福田区,南园街道,深华宿舍,2848,79,,
龙岗区,布吉街道,佳兆业新都汇家园,941,,81,
坪山区,坪山街道,东晟时代花园,2156,,39,
罗湖区,南湖街道,南洋大厦,1733,,90,
南山区,桃源街道,朗苑,3771,,98,
南山区,南头街道,南头电话所综合楼,3252,63,,
福田区,华富街道,五环新村,2128,69,,
福田区,莲花街道,景莲花园,2328,75,,
福田区,莲花街道,安通花园,3717,88,,
罗湖区,翠竹街道,英丽阁花园,1635,70,,
福田区,福保街道,高发佳苑,2130,,89,
龙岗区,龙岗街道,颐景峰苑,915,,46,
龙岗区,平湖街道,平湖花园,1361,32,,
南山区,沙河街道,鹏飞苑,3727,87,,
龙岗区,龙城街道,顺景花园,914,40,36,
龙岗区,龙城街道,紫薇花园南区,895,34,,
盐田区,沙头角街道,盛世名门家园,2950,,67,
龙岗区,南湾街道,左庭右院（北区）,4259,48,51,
罗湖区,清水河街道,轩阁花园,1842,71,,
福田区,莲花街道,天威花园,2914,,83,
龙岗区,龙岗街道,鸿威鸿景华庭北区,889,,33,
龙岗区,龙岗街道,深房尚林花园,890,,41,40
龙岗区,坂田街道,高发悦驰苑,1719,51,,
龙华区,民治街道,金亨利首府,1736,,81,
南山区,招商街道,海天楼,3487,78,,
罗湖区,东晓街道,维富大厦,1658,,63,
福田区,华富街道,阳明山庄,2022,,95,
龙岗区,布吉街道,桂芳园八期,1926,,61,
福田区,南园街道,航运总公司宿舍,536,69,,
福田区,南园街道,下步庙北区,2780,84,,
南山区,粤海街道,天海花园,1999,89,,
龙岗区,龙岗街道,城南雅筑,836,,40,
龙岗区,布吉街道,信和爱琴居,1843,,61,
宝安区,新安街道,宝豪华庭,2915,,62,
福田区,莲花街道,富霖花园,2916,75,,
盐田区,盐田街道,花样年花港家园,2879,,62,
龙岗区,园山街道,森雅谷,832,,55,
福田区,福田街道,晨晖家园,2691,,124,
龙华区,龙华街道,桦润馨居B区,967,52,,
福田区,梅林街道,梅沁楼,3541,74,,
南山区,南头街道,南头商业大厦,2706,78,,
罗湖区,笋岗街道,深城公寓,646,,83,
龙岗区,龙城街道,富康苑,891,31,,
罗湖区,桂园街道,供电南苑,647,,87,
罗湖区,桂园街道,西湖小区,648,65,,
罗湖区,桂园街道,华通住宅楼,1723,70,,
南山区,南山街道,荔庭园二期,3898,82,,
南山区,南头街道,英达·钰龙园,2705,,105,
龙岗区,园山街道,星河智荟花园（商品住房）,900,,46,
罗湖区,黄贝街道,卧龙阁,650,,75,
罗湖区,黄贝街道,怡景花园-景庭苑,651,,76,
宝安区,新安街道,石鸿花园,2692,,65,
罗湖区,南湖街道,南华街10号大院,1406,70,,
福田区,沙头街道,碧海云天一期,3120,,111,122
福田区,沙头街道,碧海云天二期,3121,,108,
福田区,园岭街道,旭飞花园,2786,100,105,
龙岗区,龙城街道,君悦龙庭一期,834,,40,
南山区,招商街道,怡庭园,3591,,85,
宝安区,新安街道,天河大厦,2694,44,,
宝安区,新安街道,海滨城广场三期,2774,,98,
福田区,莲花街道,天然居,2775,,101,
福田区,福田街道,福围阁,2776,69,,
盐田区,梅沙街道,倚天阁,2949,57,,
南山区,西丽街道,众冠花园,3820,72,81,
罗湖区,黄贝街道,鸿锦阁,1852,,74,
福田区,梅林街道,梅林四村,3888,88,,
罗湖区,东门街道,东方华都大厦,1077,,106,
宝安区,新安街道,兴业华庭,2909,,74,
宝安区,新安街道,西海岸花园,2910,,63,
盐田区,沙头角街道,碧海苑(碧海花园二期),545,,53,
龙岗区,龙岗街道,锦城星苑二期,811,,36,
南山区,南头街道,嘉庭苑,3122,96,,
龙岗区,龙城街道,麓园,852,,39,
罗湖区,黄贝街道,文华大厦,1717,,87,
龙岗区,龙城街道,阅山华府一期,888,,45,
罗湖区,南湖街道,大滩大厦,1541,,91,
南山区,西丽街道,松坪村三期东区,3589,,100,
南山区,沙河街道,世界花园聚龙居,3476,,87,
福田区,福田街道,福盛大厦,3663,,94,
罗湖区,东门街道,园林总公司宿舍,3968,69,,
南山区,南头街道,绿茵丰和家园,3657,,114,
宝安区,福海街道,景山花园三期,2826,46,,
罗湖区,翠竹街道,翠拥华庭一期,1930,,88,
福田区,莲花街道,景鹏大厦,2777,,76,
福田区,华强北街道,桑达新村,2778,90,,
龙岗区,龙城街道,长江花园,835,35,,
南山区,南山街道,学府花园,3501,,92,
福田区,福田街道,华强花园,2685,,89,
福田区,福保街道,福田花园大厦,2781,,82,
南山区,南头街道,东方新地苑,2000,,93,
南山区,蛇口街道,蛇口供电局宿舍,3687,75,,
南山区,招商街道,华丰苑,2001,86,,
罗湖区,笋岗街道,田心大厦,1718,,83,
南山区,招商街道,后海花半里,3333,,105,
福田区,莲花街道,景田南,2825,82,,
福田区,园岭街道,百花园二期,3735,,142,
罗湖区,南湖街道,城市天地广场,3994,,100,
南山区,招商街道,榆园一期,3658,83,,
宝安区,新安街道,三十三区商住楼,2827,50,,
罗湖区,翠竹街道,龙丽园,4185,,81,
龙华区,观湖街道,中航格澜郡二期,1851,,44,66
宝安区,西乡街道,泰华明珠,4057,,56,
南山区,沙河街道,碧茵苑,3897,,75,
福田区,沙头街道,江西世纪豪庭,2820,,122,
罗湖区,南湖街道,国旅大院,959,72,,
龙岗区,龙岗街道,华江大楼,1552,38,,
罗湖区,翠竹街道,太明居,649,65,,
罗湖区,东门街道,培森大厦,609,,81,
龙岗区,布吉街道,布吉中心花园,610,,61,
南山区,南山街道,阳光里雅居,3899,,150,
南山区,南头街道,南山汇金家园,3900,,89,
福田区,莲花街道,黄埔雅苑三期,2917,,126,
宝安区,新安街道,裕华花园,2918,62,,
福田区,福保街道,丽阳天下名苑,2693,,115,
罗湖区,黄贝街道,中饰大厦,968,58,,
罗湖区,南湖街道,金城大厦,969,,99,
龙岗区,龙城街道,黄阁翠苑,833,,35,
宝安区,西乡街道,锦明花园,2920,,59,
福田区,园岭街道,意馨居,2921,90,91,
宝安区,新安街道,群贤花园,2922,62,,
宝安区,新安街道,广三保综合楼,2876,46,,
宝安区,新安街道,白金酒店公寓,2907,,106,
龙岗区,龙城街道,平安里家园,892,,48,
福田区,梅林街道,半山御景华庭,2659,,109,
罗湖区,翠竹街道,翠景大厦,964,67,,
南山区,南山街道,世纪广场,3023,,94,
龙岗区,平湖街道,融湖世纪花园,1941,,46,
南山区,南头街道,如意家园,2037,,87,
宝安区,松岗街道,宝安山庄,2911,38,40,
